"X","FirstName","LastName","Position","Origin","Destination","TransferDate","Rating","Stars","Eligibility","Team","Transfer","Player","Team_New"
1116,"Vann","Schield","RB","Colorado State","Northern Colorado","2024-04-18T01:32:00.000Z",NA,NA,"Immediate","Northern Colorado",TRUE,"Vann Schield","colorado-state"
1117,"Harold","West","S","North Texas","Abilene Christian","2024-04-18T00:40:00.000Z",NA,3,"Immediate","Abilene Christian",TRUE,"Harold West","north-texas"
1118,"CJ","Nelson","WR","Houston","Eastern Illinois","2024-04-17T23:41:00.000Z",0.85,3,"Immediate","Eastern Illinois",TRUE,"CJ Nelson","houston"
1119,"Cooper","Shults","TE","Nevada","","2024-04-17T23:09:00.000Z",NA,NA,"Immediate","Nevada",FALSE,"Cooper Shults","nevada"
1120,"Jermayne","Lole","DL","Louisville","Texas","2024-04-17T22:46:00.000Z",0.86,3,"Immediate","Texas",TRUE,"Jermayne Lole","louisville"
1121,"Shamoun","Duncan-Niusulu","S","Bowling Green","","2024-04-19T17:31:00.000Z",NA,NA,"Immediate","Bowling Green",FALSE,"Shamoun Duncan-Niusulu","bowling-green-state"
1122,"Xavier","McIver","DL","East Carolina","UT Martin","2023-12-04T12:52:00.000Z",NA,3,"Immediate","UT Martin",TRUE,"Xavier McIver","east-carolina"
1123,"Juwaun","Price","RB","Syracuse","North Texas","2024-04-19T17:28:00.000Z",0.85,3,"Immediate","North Texas",TRUE,"Juwaun Price","syracuse"
1124,"Ryan","Yaites","S","LSU","California","2024-04-19T16:08:00.000Z",0.88,3,"Immediate","California",TRUE,"Ryan Yaites","louisiana-state"
1125,"Colin","Henrich","IOL","Georgia State","Old Dominion","2024-04-19T15:51:00.000Z",0.83,3,"Immediate","Old Dominion",TRUE,"Colin Henrich","georgia-state"
1126,"Jeremiah","Hughes","CB","LSU","Michigan State","2024-04-19T15:45:00.000Z",0.87,3,"Immediate","Michigan State",TRUE,"Jeremiah Hughes","louisiana-state"
1127,"Will","Jones II","S","South Florida","Old Dominion","2023-11-29T16:40:00.000Z",0.85,3,"Immediate","Old Dominion",TRUE,"Will Jones II","south-florida"
1128,"Vincent","Dinkins","DL","Middle Tennessee","","2024-04-19T15:41:00.000Z",NA,2,"Immediate","Middle Tennessee",FALSE,"Vincent Dinkins","middle-tennessee-state"
1129,"Tavorian","Copeland","LB","Virginia Tech","","2024-04-19T15:39:00.000Z",0.85,3,"Immediate","Virginia Tech",FALSE,"Tavorian Copeland","virginia-tech"
1130,"Kevin","Wigenton II","IOL","Michigan State","Illinois","2023-12-04T13:42:00.000Z",0.88,3,"Immediate","Illinois",TRUE,"Kevin Wigenton II","michigan-state"
1131,"Savion","Riley","S","Miami","Colorado","2024-04-29T21:10:00.000Z",0.88,3,"Immediate","Colorado",TRUE,"Savion Riley","miami-fl"
1132,"Camdyn","Stiegeler","QB","Washington","","2024-04-18T15:16:00.000Z",NA,NA,"Immediate","Washington",FALSE,"Camdyn Stiegeler","washington"
1133,"Steve","Smedley","QB","Utah","","2024-04-18T15:15:00.000Z",NA,NA,"Immediate","Utah",FALSE,"Steve Smedley","utah"
1134,"Jimmy","Wyrick","S","Stanford","UTSA","2024-04-17T15:10:00.000Z",NA,3,"Immediate","UTSA",TRUE,"Jimmy Wyrick","stanford"
1135,"Derrick","Maxey III","S","Coastal Carolina","Georgia State","2023-12-04T16:40:00.000Z",0.81,3,"Immediate","Georgia State",TRUE,"Derrick Maxey III","coastal-carolina"
1136,"Ezekiel","Zeff","DL","Charlotte","","2024-04-18T15:09:00.000Z",NA,NA,"Immediate","Charlotte",FALSE,"Ezekiel Zeff","charlotte"
1137,"Tavyn","Jackson","S","Coastal Carolina","","2024-04-18T14:56:00.000Z",NA,NA,"Immediate","Coastal Carolina",FALSE,"Tavyn Jackson","coastal-carolina"
1138,"Grant","Tisdale","QB","TCU","","2024-04-18T14:51:00.000Z",NA,3,"Immediate","TCU",FALSE,"Grant Tisdale","texas-christian"
1139,"Demouy","Kennedy","LB","Colorado","","2024-04-18T14:44:00.000Z",0.86,3,"Immediate","Colorado",FALSE,"Demouy Kennedy","colorado"
1140,"Mo","Clipper Jr.","IOL","Tennessee","Charlotte","2023-12-04T13:35:00.000Z",0.85,3,"Immediate","Charlotte",TRUE,"Mo Clipper Jr.","tennessee"
1141,"Jack","Luttrell","S","Tennessee","Arizona","2023-12-04T13:34:00.000Z",0.86,3,"Immediate","Arizona",TRUE,"Jack Luttrell","tennessee"
1142,"Zy","Brockington","DL","Memphis","","2023-12-04T14:13:00.000Z",NA,3,"Immediate","Memphis",FALSE,"Zy Brockington","memphis"
1143,"Kris","Mitchell","WR","Florida International","Notre Dame","2023-11-29T14:16:00.000Z",0.91,4,"Immediate","Notre Dame",TRUE,"Kris Mitchell","florida-international"
1144,"Phillip","Dunnam","S","Indiana","Florida Atlantic","2023-11-28T15:50:00.000Z",0.89,3,"Immediate","Florida Atlantic",TRUE,"Phillip Dunnam","indiana"
1145,"Donovan","Ollie","WR","Cincinnati","Colorado State","2023-11-28T15:28:00.000Z",0.84,3,"Immediate","Colorado State",TRUE,"Donovan Ollie","cincinnati"
1146,"TreVonte'","Citizen","RB","Miami","McNeese","2024-04-17T14:19:00.000Z",0.87,3,"Immediate","McNeese",TRUE,"TreVonte' Citizen","miami-fl"
1147,"London","Humphreys","WR","Vanderbilt","Georgia","2023-12-04T13:30:00.000Z",0.94,4,"Immediate","Georgia",TRUE,"London Humphreys","vanderbilt"
1148,"Brandon","Turnage","CB","Tennessee","Ole Miss","2023-12-04T13:27:00.000Z",0.86,3,"Immediate","Ole Miss",TRUE,"Brandon Turnage","tennessee"
1149,"Michael","Patterson","CB","Houston","Stephen F. Austin","2024-04-18T14:42:00.000Z",0.85,3,"Immediate","Stephen F. Austin",TRUE,"Michael Patterson","houston"
1150,"Torren","Union","S","New Mexico State","","2024-04-18T14:42:00.000Z",NA,NA,"Immediate","New Mexico State",FALSE,"Torren Union","new-mexico-state"
1151,"Zion","Agnew","WR","East Carolina","Lenoir-Rhyne","2023-12-04T12:52:00.000Z",NA,3,"Immediate","Lenoir-Rhyne",TRUE,"Zion Agnew","east-carolina"
1152,"Cedric","Anton","TE","Eastern Michigan","Tiffin University","2024-04-18T14:40:00.000Z",NA,3,"Immediate","Tiffin University",TRUE,"Cedric Anton","eastern-michigan"
1153,"Ke'Vion","Wellington","DL","Eastern Michigan","Austin Peay","2024-04-18T14:39:00.000Z",NA,3,"Immediate","Austin Peay",TRUE,"Ke'Vion Wellington","eastern-michigan"
1154,"Justin","McKithen","WR","Florida Atlantic","Old Dominion","2024-04-18T14:36:00.000Z",NA,3,"Immediate","Old Dominion",TRUE,"Justin McKithen","florida-atlantic"
1155,"Brandon","Baldwin","OT","Michigan State","","2023-11-29T19:16:00.000Z",NA,3,"Withdrawn","Michigan State",FALSE,"Brandon Baldwin","michigan-state"
1156,"Jordan","Smart","WR","North Texas","Ole Miss","2024-04-17T15:04:00.000Z",0.85,3,"Immediate","Ole Miss",TRUE,"Jordan Smart","north-texas"
1157,"Josh","Witt","IOL","Indiana","","2024-04-17T14:32:00.000Z",NA,NA,"Immediate","Indiana",FALSE,"Josh Witt","indiana"
1158,"Larry","Preston","CB","Florida International","","2024-04-17T14:31:00.000Z",NA,NA,"Immediate","Florida International",FALSE,"Larry Preston","florida-international"
1159,"Jadarrius","Perkins","CB","Florida","Toledo","2023-09-08T17:43:00.000Z",0.85,3,"Immediate","Toledo",TRUE,"Jadarrius Perkins","florida"
1160,"Larry","Worth","LB","Jacksonville State","Arkansas","2024-04-17T02:33:00.000Z",0.87,3,"Immediate","Arkansas",TRUE,"Larry Worth","jacksonville-state"
1161,"Trenton","VanBoening","OT","Eastern Michigan","Pennsylvania","2024-04-17T14:03:00.000Z",NA,3,"Immediate","Pennsylvania",TRUE,"Trenton VanBoening","eastern-michigan"
1162,"Shane","Whitter","LB","Oklahoma","North Texas","2024-04-17T14:02:00.000Z",NA,4,"Immediate","North Texas",TRUE,"Shane Whitter","oklahoma"
1163,"Anthony","Garcia","QB","San José State","Arizona","2024-04-16T16:32:00.000Z",0.83,3,"Immediate","Arizona",TRUE,"Anthony Garcia","san-jose-state"
1164,"MarShawn","Ferguson Jr.","WR","Old Dominion","Hampton","2024-04-16T16:32:00.000Z",NA,3,"Immediate","Hampton",TRUE,"MarShawn Ferguson Jr.","old-dominion"
1165,"Chase","Meyer","K","Tulsa","Penn State","2023-12-04T19:33:00.000Z",NA,NA,"Immediate","Penn State",TRUE,"Chase Meyer","tulsa"
1166,"Ahmarian","Granger","WR","Old Dominion","James Madison","2024-04-16T16:30:00.000Z",NA,3,"Immediate","James Madison",TRUE,"Ahmarian Granger","old-dominion"
1167,"Nukuluve","Helu","RB","BYU","","2024-04-16T16:26:00.000Z",NA,3,"Immediate","BYU",FALSE,"Nukuluve Helu","brigham-young"
1168,"Carter","Smith","OT","Indiana","","2023-11-28T01:52:00.000Z",0.88,3,"Withdrawn","Indiana",FALSE,"Carter Smith","indiana"
1169,"Landon","Peterson","IOL","Texas Tech","North Texas","2023-11-27T23:23:00.000Z",0.85,3,"Immediate","North Texas",TRUE,"Landon Peterson","texas-tech"
1170,"Zeke","Correll","IOL","Notre Dame","NC State","2023-11-27T23:15:00.000Z",0.89,3,"Immediate","NC State",TRUE,"Zeke Correll","notre-dame"
1171,"Tristan","Souza","DL","Washington State","Buffalo","2023-11-27T23:08:00.000Z",0.82,3,"Immediate","Buffalo",TRUE,"Tristan Souza","washington-state"
1172,"CJ","James","IOL","New Mexico","UTSA","2023-11-28T01:58:00.000Z",0.85,3,"Immediate","UTSA",TRUE,"CJ James","new-mexico"
1173,"Noah","Avinger","CB","San Diego State","New Mexico","2023-11-28T01:52:00.000Z",0.87,3,"Immediate","New Mexico",TRUE,"Noah Avinger","san-diego-state"
1174,"Tyler","Williams","S","UTEP","","2023-11-28T01:52:00.000Z",NA,3,"Immediate","UTEP",FALSE,"Tyler Williams","texas-el-paso"
1175,"David","Chapeau","P","East Carolina","Central Michigan","2023-11-28T01:50:00.000Z",NA,NA,"Immediate","Central Michigan",TRUE,"David Chapeau","east-carolina"
1176,"Tyler","Van Dyke","QB","Miami","Wisconsin","2023-11-28T01:45:00.000Z",0.9,4,"Immediate","Wisconsin",TRUE,"Tyler Van Dyke","miami-fl"
1177,"Easton","Kilty","OT","North Dakota","Kansas State","2023-11-28T01:12:00.000Z",0.9,4,"Immediate","Kansas State",TRUE,"Easton Kilty",NA
1178,"Blaine","Green","WR","Oklahoma State","Stephen F. Austin","2023-12-08T16:36:00.000Z",0.84,3,"Immediate","Stephen F. Austin",TRUE,"Blaine Green","oklahoma-state"
1179,"Danny","King","K","West Virginia","Southern Utah","2023-12-08T16:32:00.000Z",NA,NA,"Immediate","Southern Utah",TRUE,"Danny King","west-virginia"
1180,"Jaheem","Joseph","CB","Northwestern","West Virginia","2024-02-05T06:00:00.000Z",0.88,3,"Immediate","West Virginia",TRUE,"Jaheem Joseph","northwestern"
1181,"Willie","Moise","DL","Coastal Carolina","","2024-04-16T16:25:00.000Z",NA,3,"Immediate","Coastal Carolina",FALSE,"Willie Moise","coastal-carolina"
1182,"Michael","Wooten","OT","Oregon","Arizona","2024-04-16T16:24:00.000Z",0.85,3,"Immediate","Arizona",TRUE,"Michael Wooten","oregon"
1183,"Trey","Andersen","OT","Pittsburgh","Utah State","2023-12-02T06:00:00.000Z",0.8,3,"Immediate","Utah State",TRUE,"Trey Andersen","pittsburgh"
1184,"Jacob","Kettels","OT","Montana State","Kennesaw State","2023-12-08T02:43:00.000Z",0.8,3,"Immediate","Kennesaw State",TRUE,"Jacob Kettels",NA
1185,"Josh","Cuevas","TE","Washington","Alabama","2024-02-05T06:00:00.000Z",0.89,3,"Immediate","Alabama",TRUE,"Josh Cuevas","washington"
1186,"Ramon","Brown","RB","Maryland","","2023-12-11T21:39:00.000Z",NA,4,"Immediate","Maryland",FALSE,"Ramon Brown","maryland"
1187,"Terrell","Timmons Jr.","WR","NC State","Colorado","2023-12-05T01:51:00.000Z",0.88,3,"Immediate","Colorado",TRUE,"Terrell Timmons Jr.","north-carolina-state"
1188,"Jymetre","Hester","WR","Florida Atlantic","","2023-12-13T16:20:00.000Z",NA,3,"Immediate","Florida Atlantic",FALSE,"Jymetre Hester","florida-atlantic"
1189,"Xavier","Smith","S","Austin Peay","UTEP","2023-12-31T06:00:00.000Z",0.86,3,"Immediate","UTEP",TRUE,"Xavier Smith",NA
1190,"Jalen","Farmer","IOL","Florida","Kentucky","2023-12-05T14:37:00.000Z",0.88,3,"Immediate","Kentucky",TRUE,"Jalen Farmer","florida"
1191,"Logan","Kyle","TE","Vanderbilt","James Madison","2023-12-04T16:17:00.000Z",0.85,3,"Immediate","James Madison",TRUE,"Logan Kyle","vanderbilt"
1192,"Bauer","Sharp","TE","SE Louisiana","Oklahoma","2023-11-22T23:34:00.000Z",0.9,4,"Immediate","Oklahoma",TRUE,"Bauer Sharp",NA
1193,"Chace","Biddle","S","TCU","Trinity Valley C.C.","2023-12-05T00:06:00.000Z",NA,4,"Immediate","Trinity Valley C.C.",TRUE,"Chace Biddle","texas-christian"
1194,"Jacob","Bostick","WR","Iowa","Texas A&M","2024-04-16T16:22:00.000Z",0.86,3,"Immediate","Texas A&M",TRUE,"Jacob Bostick","iowa"
1195,"Sir","Mells","DL","Utah State","Georgia State","2024-04-16T16:22:00.000Z",0.83,3,"Immediate","Georgia State",TRUE,"Sir Mells","utah-state"
1196,"Anquan","Willis","RB","Texas Tech","","2024-04-16T16:21:00.000Z",NA,4,"Immediate","Texas Tech",FALSE,"Anquan Willis","texas-tech"
1197,"Ryan","Hoerstkamp","TE","Missouri","Middle Tennessee","2024-04-16T15:49:00.000Z",NA,3,"Immediate","Middle Tennessee",TRUE,"Ryan Hoerstkamp","missouri"
1198,"Ethon","Cole","S","Purdue","Duquesne","2024-04-16T15:47:00.000Z",NA,3,"Immediate","Duquesne",TRUE,"Ethon Cole","purdue"
1199,"Tar'Varish","Dawson","WR","Colorado","Jacksonville State","2024-04-16T15:45:00.000Z",0.86,3,"Immediate","Jacksonville State",TRUE,"Tar'Varish Dawson","colorado"
1200,"Louis","Moore","S","Indiana","Ole Miss","2023-11-30T18:09:00.000Z",0.87,3,"Immediate","Ole Miss",TRUE,"Louis Moore","indiana"
1201,"Viontay","Robinson","DL","UTEP","","2024-04-16T15:44:00.000Z",NA,2,"Immediate","UTEP",FALSE,"Viontay Robinson","texas-el-paso"
1202,"Austin","Gonzalez","QB","Southern Miss","Colorado School Of Mines","2024-04-16T15:38:00.000Z",NA,2,"Immediate","Colorado School Of Mines",TRUE,"Austin Gonzalez","southern-mississippi"
1203,"Elijah","Ellis","OT","Baylor","Marshall","2023-12-04T06:00:00.000Z",0.83,3,"Immediate","Marshall",TRUE,"Elijah Ellis","baylor"
1204,"Seven","McGee","WR","Jackson State","UAlbany","2024-04-16T15:37:00.000Z",NA,3,"Immediate","UAlbany",TRUE,"Seven McGee",NA
1205,"Dante","Kelly","LB","Vanderbilt","Southern Miss","2024-04-16T15:36:00.000Z",0.85,3,"Immediate","Southern Miss",TRUE,"Dante Kelly","vanderbilt"
1206,"Trey","Bixby","DL","Minnesota","Minnesota Duluth","2024-04-16T15:31:00.000Z",NA,4,"Immediate","Minnesota Duluth",TRUE,"Trey Bixby","minnesota"
1207,"McCae","Hillstead","QB","Utah State","BYU","2024-04-16T15:30:00.000Z",0.85,3,"Immediate","BYU",TRUE,"McCae Hillstead","utah-state"
1208,"Miles","Cross","WR","Ohio","Indiana","2023-12-04T12:52:00.000Z",0.88,3,"Immediate","Indiana",TRUE,"Miles Cross","ohio"
1209,"Khmori","House","LB","Washington","","2024-01-26T06:37:00.000Z",0.87,3,"Withdrawn","Washington",FALSE,"Khmori House","washington"
1210,"Sam","Martin Jr.","S","Temple","Wagner","2024-04-16T15:23:00.000Z",NA,3,"Immediate","Wagner",TRUE,"Sam Martin Jr.","temple"
1211,"Leyton","Nelson","OT","Vanderbilt","Wisconsin","2024-04-16T15:22:00.000Z",0.87,3,"Immediate","Wisconsin",TRUE,"Leyton Nelson","vanderbilt"
1212,"Blake","Murphy","QB","UL Monroe","","2024-04-16T15:20:00.000Z",NA,3,"Immediate","UL Monroe",FALSE,"Blake Murphy","louisiana-monroe"
1213,"Zach","Blackwood","DL","Colorado","","2023-09-14T15:19:00.000Z",NA,3,"Immediate","Colorado",FALSE,"Zach Blackwood","colorado"
1214,"Charlie","Katarincic","IOL","West Virginia","","2024-04-16T15:17:00.000Z",NA,3,"Immediate","West Virginia",FALSE,"Charlie Katarincic","west-virginia"
1215,"Rico","Arnold","WR","Georgia State","","2023-12-04T19:19:00.000Z",NA,2,"Immediate","Georgia State",FALSE,"Rico Arnold","georgia-state"
1216,"Ma'a","Gaoteote","LB","Michigan State","","2024-04-16T15:16:00.000Z",NA,NA,"Immediate","Michigan State",FALSE,"Ma'a Gaoteote","michigan-state"
1217,"Malcolm","Johnson Jr.","WR","Auburn","Bowling Green","2023-12-04T19:01:00.000Z",0.85,3,"Immediate","Bowling Green",TRUE,"Malcolm Johnson Jr.","auburn"
1218,"Marvin","Scott III","RB","Florida Atlantic","","2024-04-16T15:14:00.000Z",NA,3,"Immediate","Florida Atlantic",FALSE,"Marvin Scott III","florida-atlantic"
1219,"Bryson","Harrison","QB","Georgia State","East Carolina","2024-04-16T15:12:00.000Z",0.81,3,"Immediate","East Carolina",TRUE,"Bryson Harrison","georgia-state"
1220,"Javon","Denis","DL","Georgia State","Memphis","2024-04-16T15:11:00.000Z",0.85,3,"Immediate","Memphis",TRUE,"Javon Denis","georgia-state"
1221,"Cade","McConnell","IOL","Minnesota","Vanderbilt","2024-04-16T14:45:00.000Z",NA,3,"Immediate","Vanderbilt",TRUE,"Cade McConnell","minnesota"
1222,"Drew","Perez","OT","South Florida","","2024-04-16T14:44:00.000Z",NA,3,"Immediate","South Florida",FALSE,"Drew Perez","south-florida"
1223,"Tariq","Watson","CB","Minnesota","UAB","2024-04-16T14:41:00.000Z",0.83,3,"Immediate","UAB",TRUE,"Tariq Watson","minnesota"
1224,"Justus","Ross-Simmons","WR","Colorado State","Syracuse","2024-04-16T14:38:00.000Z",0.87,3,"Immediate","Syracuse",TRUE,"Justus Ross-Simmons","colorado-state"
1225,"DC","Tabscott","QB","New Mexico","North Alabama","2024-04-16T14:36:00.000Z",NA,3,"Immediate","North Alabama",TRUE,"DC Tabscott","new-mexico"
1226,"Da'Quarise","Brown","DL","Newberry","Georgia State","2023-11-10T22:16:00.000Z",0.83,3,"Immediate","Georgia State",TRUE,"Da'Quarise Brown",NA
1227,"Eric","Fields","LB","Nebraska","","2024-04-16T14:34:00.000Z",NA,3,"Immediate","Nebraska",FALSE,"Eric Fields","nebraska"
1228,"Jacoby","Mathews","S","Texas A&M","","2024-04-16T13:46:00.000Z",0.88,3,"Immediate","Texas A&M",FALSE,"Jacoby Mathews","texas-am"
1229,"Dallan","Hayden","RB","Ohio State","Colorado","2024-04-16T13:44:00.000Z",0.88,3,"Immediate","Colorado",TRUE,"Dallan Hayden","ohio-state"
1230,"Derrick","Shepard Jr.","DL","Cincinnati","UAB","2024-04-16T12:43:00.000Z",NA,3,"Immediate","UAB",TRUE,"Derrick Shepard Jr.","cincinnati"
1231,"Justin","Brown","WR","Georgia Tech","Western Kentucky","2024-04-16T12:37:00.000Z",NA,3,"Immediate","Western Kentucky",TRUE,"Justin Brown","georgia-tech"
1232,"Jayden","Davis","S","Cincinnati","Georgia Tech","2024-04-16T12:34:00.000Z",0.86,3,"Immediate","Georgia Tech",TRUE,"Jayden Davis","cincinnati"
1233,"Kaleb","Barnett","CB","Temple","","2024-04-16T12:16:00.000Z",NA,3,"Immediate","Temple",FALSE,"Kaleb Barnett","temple"
1234,"Gensley","Auguste","DL","Temple","","2024-04-16T12:15:00.000Z",NA,3,"Immediate","Temple",FALSE,"Gensley Auguste","temple"
1235,"Corey","Yeoman","LB","Temple","Hampton","2024-04-16T12:14:00.000Z",NA,3,"Immediate","Hampton",TRUE,"Corey Yeoman","temple"
1236,"Trayvon","Rudolph","WR","Northern Illinois","","2023-12-04T17:14:00.000Z",NA,3,"Withdrawn","Northern Illinois",FALSE,"Trayvon Rudolph","northern-illinois"
1237,"Miles","Davis","WR","BYU","","2023-12-07T06:00:00.000Z",NA,3,"Withdrawn","BYU",FALSE,"Miles Davis","brigham-young"
1238,"Braden","Miller","OT","Michigan State","California","2024-04-16T12:02:00.000Z",0.86,3,"Immediate","California",TRUE,"Braden Miller","michigan-state"
1239,"Tanner","Koziol","TE","Ball State","","2023-12-04T14:36:00.000Z",0.88,3,"Withdrawn","Ball State",FALSE,"Tanner Koziol","ball-state"
1240,"Omari","Allen","IOL","East Carolina","Hampton","2023-12-04T12:52:00.000Z",NA,3,"Immediate","Hampton",TRUE,"Omari Allen","east-carolina"
1241,"Jaelon","Barbarin","RB","Michigan State","","2024-04-16T12:01:00.000Z",NA,3,"Immediate","Michigan State",FALSE,"Jaelon Barbarin","michigan-state"
1242,"Kevin","Longstreet","CB","Louisville","Texas A&M","2024-04-16T11:56:00.000Z",NA,NA,"Immediate","Texas A&M",TRUE,"Kevin Longstreet","louisville"
1243,"Joshua","Ficklin","RB","Illinois State","","2024-04-16T11:48:00.000Z",NA,NA,"Immediate","Illinois State",FALSE,"Joshua Ficklin",NA
1244,"Derrick","Bohler","WR","Indiana","Stephen F. Austin","2024-04-16T11:21:00.000Z",0.84,3,"Immediate","Stephen F. Austin",TRUE,"Derrick Bohler","indiana"
1245,"Broc","Lowry","QB","Indiana","Western Michigan","2024-04-16T11:07:00.000Z",0.86,3,"Immediate","Western Michigan",TRUE,"Broc Lowry","indiana"
1246,"Tajae","Broadie","TE","Old Dominion","","2024-04-16T10:26:00.000Z",NA,3,"Immediate","Old Dominion",FALSE,"Tajae Broadie","old-dominion"
1247,"Isaiah","Jatta","IOL","Colorado","BYU","2024-04-16T03:43:00.000Z",0.84,3,"Immediate","BYU",TRUE,"Isaiah Jatta","colorado"
1248,"Elinus","Noel III","DL","Texas Southern","Baylor","2024-04-15T22:01:00.000Z",0.85,3,"Immediate","Baylor",TRUE,"Elinus Noel III",NA
1249,"Dayon","Hayes","DL","Pittsburgh","Colorado","2024-04-16T02:04:00.000Z",0.89,3,"Immediate","Colorado",TRUE,"Dayon Hayes","pittsburgh"
1250,"Elijah","Herring","LB","Tennessee","Memphis","2024-04-16T00:10:00.000Z",0.89,3,"Immediate","Memphis",TRUE,"Elijah Herring","tennessee"
1251,"Jaylen","Dotson","CB","Monmouth","Kent State","2023-12-01T21:55:00.000Z",0.82,3,"Immediate","Kent State",TRUE,"Jaylen Dotson",NA
1252,"Will","Leys","IOL","Illinois","San José State","2024-04-15T23:23:00.000Z",0.83,3,"Immediate","San José State",TRUE,"Will Leys","illinois"
1253,"T.J.","Bollers","DL","Wisconsin","California","2024-04-15T22:31:00.000Z",0.87,3,"Immediate","California",TRUE,"T.J. Bollers","wisconsin"
1254,"Quentin","Thomas","WR","Georgia State","Campbell","2024-04-15T22:19:00.000Z",NA,3,"Immediate","Campbell",TRUE,"Quentin Thomas","georgia-state"
1255,"Savion","Washington","OT","Colorado","Syracuse","2024-04-15T21:04:00.000Z",0.85,3,"Immediate","Syracuse",TRUE,"Savion Washington","colorado"
1256,"Jaden","Milliner-Jones","S","Colorado","SMU","2024-04-15T20:47:00.000Z",0.85,3,"Immediate","SMU",TRUE,"Jaden Milliner-Jones","colorado"
1257,"Greedy","Vance Jr.","CB","Florida State","USC","2024-04-15T20:43:00.000Z",0.87,3,"Immediate","USC",TRUE,"Greedy Vance Jr.","florida-state"
1258,"Eric","Reed","CB","Georgia Tech","","2024-04-15T20:23:00.000Z",NA,4,"Immediate","Georgia Tech",FALSE,"Eric Reed","georgia-tech"
